,fund_name,fund_category,category_return_2009,fund_return_2008,category_return_2008,fund_return_2007,category_return_2007,fund_return_2006,category_return_2006,fund_return_2005,category_return_2005,fund_return_2004,category_return_2004,fund_return_2003,category_return_2003,fund_return_2002,category_return_2002,fund_return_2001,category_return_2001,fund_return_2000,category_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
1759,Berkshire Focus Fund,Trading--Inverse Equity,-0.56517,0.0,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.24,-2.31,-5.42,80.5,48.02,-1.38,24.13,-19.71,-2.35,-4.75,82.13,39.08,-1.49,21.15,-15.04,-2.49,-4.16,88.23,36.13,-1.4,17.9
1760,Biondo Focus Fund,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,-0.69,1.04,1.59,99.43,19.4,0.92,16.63,-0.31,1.04,1.48,99.24,15.59,1.06,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,BlackRock Floating Rate Income ,Small Growth,0.37529,0.0,-0.42753,0.0,0.09557,0.0,0.10678,0.0,0.07208,0.0,0.16975,0.0,0.44402,0.0,-0.28259,0.0,-0.0669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,BlackRock Floating Rate Income ,Large Blend,0.32264,-0.36969,-0.38047,0.05395,0.04402,0.15686,0.15549,0.04785,0.04685,0.10749,0.12554,0.28392,0.29092,-0.22117,-0.17842,-0.11858,-0.05751,-0.09154,-0.05243,-0.09,1.0,1.57,100.0,18.49,0.95,17.35,-0.09,1.0,1.45,100.0,14.96,1.08,16.4,-0.09,1.0,1.23,100.0,13.56,1.04,14.12
1763,BlackRock Floating Rate Income ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,BlackRock Floating Rate Income ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,1.16,0.99,75.48,24.84,0.42,6.61,-8.11,1.13,0.93,73.24,19.75,0.51,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,BFS Equity Fund,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.77,0.99,1.62,99.9,18.28,0.99,18.37,0.6,0.99,1.49,99.81,14.83,1.13,17.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,Baron Fifth Avenue Growth Fund,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,Baron Fifth Avenue Growth Fund ,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-11.12,1.33,1.14,79.31,27.68,0.45,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,Baron Fifth Avenue Growth Fund ,Real Estate,0.24802,0.0,-0.43154,0.0,-0.11403,0.0,0.33869,0.0,0.15219,0.0,0.30096,0.0,0.40195,0.0,0.0297,0.0,0.10876,0.0,0.0,-20.79,1.55,0.19,62.68,35.32,0.03,-4.78,-15.81,1.45,0.42,57.52,27.81,0.14,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,"Capital World Bond Fund, Class ",Bank Loan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.12,0.41,0.29,7.76,0.47,27.85,3.41,0.1,0.4,0.26,6.02,0.59,36.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,Baillie Gifford Global Alpha Eq,Trading--Inverse Equity,-0.56517,-0.50324,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.3,-1.36,-2.92,71.69,29.83,-1.22,25.32,-3.51,-1.33,-2.01,57.1,26.48,-0.95,19.19,-6.79,-1.38,-2.15,45.81,27.8,-0.95,19.27
1771,Baron Global Advantage Fd Retai,Trading--Inverse Equity,-0.56517,0.0,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,-3.16,-5.12,79.81,65.79,-0.95,18.7,-11.33,-3.11,-5.08,74.06,54.4,-1.14,17.9,-6.18,-3.2,-4.26,74.59,50.43,-1.02,15.3
1772,Baron Global Advantage Fd Inst ,Real Estate,0.24802,0.0,-0.43154,0.0,-0.11403,0.0,0.33869,0.0,0.15219,0.0,0.30096,0.0,0.40195,0.0,0.0297,0.0,0.10876,0.0,0.0,8.92,0.52,1.46,38.52,15.24,1.07,31.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,Baillie Gifford Global Alpha Eq,Trading--Inverse Equity,-0.56517,1.06015,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.43,-1.7,-6.7,47.76,45.93,-1.78,36.46,-47.33,-1.73,-6.21,42.04,40.29,-1.88,33.78,-26.85,-1.91,-4.45,47.14,37.88,-1.43,24.55
1774,BlackRock Global Impact Fund In,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,Baillie Gifford Global Alpha Eq,Trading--Leveraged Equity,0.6239,-0.67796,-0.68494,0.01657,0.11247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.08,2.06,2.81,99.64,38.35,0.84,13.76,-3.54,2.06,2.61,99.66,31.0,0.97,13.9,-3.17,2.05,2.22,99.75,27.95,0.93,11.98
1776,Baillie Gifford Global Alpha Eq,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,Baillie Gifford Multi Asset Fun,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,Baillie Gifford Multi Asset Fun,Inflation-Protected Bond,0.11283,0.0,-0.02425,0.0,0.11459,0.0,0.00291,0.0,0.02646,0.0,0.08211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.21,0.35,14.59,1.8,1.58,14.43,1.26,0.23,0.24,20.14,1.6,1.03,7.46,0.31,0.26,0.14,19.22,1.79,0.58,3.95
1779,BlackRock U.S. Government Bond ,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,BlackRock Global Long/Short Cre,Short-Term Bond,0.05046,0.0,0.02696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.31,0.23,27.21,2.05,0.76,4.98,0.21,0.32,0.16,37.05,1.72,0.48,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,unlisted,Inflation-Protected Bond,0.11283,0.0,-0.02425,0.0,0.11459,0.0,0.00291,0.0,0.02646,0.0,0.08211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.24,0.35,16.2,2.0,1.42,12.3,1.06,0.27,0.23,21.92,1.81,0.85,5.87,0.07,0.33,0.13,22.85,2.06,0.48,2.96
1782,BlackRock Global Long/Short Cre,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,unlisted,Short-Term Bond,0.05046,0.0,0.02696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.52,0.37,33.71,3.11,1.04,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,BlackRock Global Long/Short Cre,Corporate Bond,0.13673,0.0,-0.01529,0.0,0.0373,0.0,0.0396,0.0,0.01,0.0,0.05913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.57,0.64,58.32,7.04,0.92,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,Baillie Gifford EAFE Plus All C,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,BlackRock Global Long/Short Equ,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,Baillie Gifford EAFE Plus All C,Trading--Miscellaneous,-0.02637,0.0,-0.04432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94,-5.49,0.99,0.06,40.51,0.26,-0.3,9.69,43.73,2.05,1.32,57.99,0.4,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,Baillie Gifford EAFE Plus All C,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,BlackRock GA Disciplined Volati,Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,Brandes Global Equity Fund- Cla,Mid-Cap Value,0.41481,0.0,-0.39308,0.0,-0.06914,0.0,0.16041,0.0,0.0797,0.0,0.19937,0.0,0.38743,0.0,-0.10024,0.0,0.07048,0.0,0.0,-1.28,1.38,2.04,73.96,29.82,0.78,14.96,-1.9,1.36,1.78,72.89,23.8,0.85,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,Baillie Gifford Emerging Market,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,BlackRock GA Enhanced Equity Fu,Trading--Inverse Equity,-0.56517,0.45967,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.36,-1.59,-3.27,79.64,33.12,-1.22,23.84,-2.22,-1.57,-2.23,71.54,28.04,-1.0,17.74,-7.53,-1.5,-2.36,71.99,24.15,-1.2,18.47
1793,Baillie Gifford International G,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,Baillie Gifford Emerging Market,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,Baillie Gifford Emerging Market,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,American Century Global Gold In,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.62,0.67,39.59,14.97,0.45,9.75,-3.55,0.66,-0.09,35.7,14.08,-0.16,-4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,Baillie Gifford International G,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,-0.68,-0.22,74.13,14.62,-0.27,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,Baillie Gifford Emerging Market,Miscellaneous Sector,0.31262,0.0,-0.33986,0.0,0.01815,0.0,0.1485,0.0,0.0159,0.0,0.14628,0.0,0.26847,0.0,-0.1862,0.0,-0.0085,0.0,0.05371,33.38,1.45,4.58,37.62,42.54,1.26,38.72,16.52,1.42,3.08,34.31,35.25,1.02,24.41,-4.47,1.79,1.15,36.97,41.46,0.32,2.59
1799,Baillie Gifford International G,Muni National Interm,0.10729,0.0,-0.00983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,Baillie Gifford International G,Trading--Inverse Debt,0.18213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,-3.23,-0.66,63.35,13.81,-0.66,3.02,1.72,-3.19,-0.27,69.11,12.22,-0.35,1.57,0.86,-3.46,-0.68,67.59,12.59,-0.7,2.66
1801,Baillie Gifford International G,Long Government,-0.16106,0.0,0.28814,0.0,0.10177,0.0,0.01744,0.0,0.08444,0.0,0.08879,0.0,0.01748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,Baillie Gifford International G,Trading--Inverse Debt,0.18213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,-6.36,-1.37,61.39,27.65,-0.64,3.11,4.03,-6.32,-0.57,67.8,24.52,-0.32,1.67,2.23,-6.86,-1.35,67.26,24.99,-0.67,2.68
1803,Wm. Blair Funds Growth Fund Cl ,Trading--Inverse Debt,0.18213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,-1.27,-0.4,62.54,5.43,-1.09,4.73,-0.08,-1.37,-0.13,72.04,5.1,-0.52,2.05,-0.33,-1.58,-0.34,77.52,5.36,-0.88,3.03
1804,William Blair Growth Fund Class,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,William Blair Global Leaders Fu,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.46,1.08,0.45,79.5,13.83,0.3,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,Baillie Gifford U.S. Equity Gro,Technology,0.76085,0.0,-0.4716,0.0,0.08189,0.0,0.09552,0.0,0.01256,0.0,0.06733,0.0,0.65015,0.0,-0.44541,0.0,-0.32203,0.0,-0.42203,4.98,1.0,1.69,90.89,18.92,1.01,18.9,4.27,1.0,1.59,86.59,15.63,1.14,18.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,Baillie Gifford U.S. Equity Gro,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,Baillie Gifford International A,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,Baillie Gifford International A,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,BlackRock Global Impact Fund In,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,Baillie Gifford International A,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,Baillie Gifford International A,Inflation-Protected Bond,0.11283,0.0,-0.02425,0.0,0.11459,0.0,0.00291,0.0,0.02646,0.0,0.08211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.78,0.52,52.64,3.62,1.38,6.61,1.38,0.75,0.33,55.69,3.23,0.87,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,Baillie Gifford International A,Inflation-Protected Bond,0.11283,0.0,-0.02425,0.0,0.11459,0.0,0.00291,0.0,0.02646,0.0,0.08211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.38,0.41,25.89,2.49,1.45,9.93,1.33,0.36,0.26,28.69,2.15,0.93,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,Baillie Gifford Emerging Market,Technology,0.76085,0.0,-0.4716,0.0,0.08189,0.0,0.09552,0.0,0.01256,0.0,0.06733,0.0,0.65015,0.0,-0.44541,0.0,-0.32203,0.0,-0.42203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,BlackRock Global Impact Fund Cl,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,Brookfield Global Listed Infras,Trading--Leveraged Equity,0.6239,0.0,-0.68494,0.0,0.11247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,3.42,6.07,86.32,68.33,1.05,17.64,15.89,3.39,6.03,81.28,56.45,1.26,21.2,4.64,3.36,4.42,80.2,51.06,1.03,14.18
1817,BMO Global Low Volatility Equit,Trading--Inverse Equity,-0.56517,0.0,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.66,-2.22,-8.74,55.41,55.63,-1.91,32.9,-58.91,-2.24,-7.86,53.52,46.06,-2.08,30.37,-36.28,-2.46,-5.88,60.9,42.83,-1.66,23.23
1818,Boston Partners Global Long/Sho,Allocation--70% to 85% Equity,0.2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,Baron Global Advantage Fund R6 ,Trading--Leveraged Equity,0.6239,0.0,-0.68494,0.0,0.11247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,American Century Ginnie Mae Fd ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,BlackRock GNMA Portfolio - Clas,Large Value,0.25157,0.0,-0.35846,0.0,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-13.09,0.87,0.3,60.64,20.68,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,Baillie Gifford Developed EAFE ,Muni National Long,0.14305,-0.00293,-0.04427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,1.02,0.41,96.52,4.16,0.88,3.6,-0.59,1.07,0.24,97.38,4.26,0.4,1.53,-0.71,1.14,0.34,97.48,4.17,0.83,3.02
1823,Baillie Gifford Developed EAFE ,World Allocation,0.21041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,BlackRock GNMA Portfolio - Serv,Long Government,-0.16106,0.0,0.28814,0.0,0.10177,0.0,0.01744,0.0,0.08444,0.0,0.08879,0.0,0.01748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,Baillie Gifford Developed EAFE ,Multisector Bond,0.04504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,Baron Growth Fund,Multisector Bond,0.04504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,BMO Balanced Allocation Fund - ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,Baron Growth Fund Inst Shs,Miscellaneous Sector,0.31262,0.0,-0.33986,0.0,0.01815,0.0,0.1485,0.0,0.0159,0.0,0.14628,0.0,0.26847,0.0,-0.1862,0.0,-0.0085,0.0,0.05371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
